,proc
5797,6
5798,6
5799,6
5800,6
5801,6
5802,6
5803,6
5804,6
5805,6
5806,6
5807,6
5808,6
5809,6
5810,6
5811,6
5812,6
5813,6
5814,6
5815,6
5816,6
5817,6
5818,6
5819,6
5820,6
5821,6
5822,6
5823,6
5824,6
5825,6
5826,6
5827,6
5828,6
5829,6
5830,6
5831,6
5832,6
5833,6
5834,6
5835,6
5836,6
5837,6
5838,0
5839,0
5840,16
5841,16
5842,16
5843,16
5844,16
5845,16
5846,15
5847,15
5848,15
5849,15
5850,15
5851,15
5852,15
5853,15
5854,15
5855,15
5856,15
5857,15
5858,15
5859,15
5860,15
5861,15
5862,15
5863,15
5864,15
5865,15
5866,15
5867,15
5868,15
5869,15
5870,15
5871,15
5872,15
5873,15
5874,15
5875,15
5876,6
5877,6
5878,6
5879,6
5880,6
5881,6
5882,6
5883,6
5884,6
5885,6
5886,6
5887,6
5888,6
5889,6
5890,6
5891,6
5892,6
5893,6
5894,6
5895,6
5896,6
5897,6
5898,6
5899,6
5900,6
5901,6
5902,6
5903,6
5904,6
5905,6
5906,6
5907,6
5908,6
5909,6
5910,6
5911,6
5912,6
5913,6
5914,6
5915,6
5916,6
5917,6
5918,6
5919,6
5920,6
5921,6
5922,6
5923,6
5924,6
5925,6
5926,6
5927,6
5928,6
5929,6
5930,6
5931,6
5932,6
5933,6
5934,6
5935,6
5936,6
5937,6
5938,6
5939,6
5940,6
5941,6
5942,6
5943,6
5944,6
5945,6
5946,6
5947,6
5948,6
5949,6
5950,6
5951,6
5952,6
5953,6
5954,6
5955,6
5956,6
5957,6
5958,6
5959,6
5960,6
5961,6
5962,6
5963,6
5964,6
5965,6
5966,6
5967,6
5968,6
5969,6
5970,6
5971,6
5972,6
5973,6
5974,6
5975,6
5976,6
5977,6
5978,6
5979,6
5980,6
5981,6
5982,6
5983,6
5984,6
5985,6
5986,6
5987,6
5988,6
5989,6
5990,6
5991,6
5992,6
5993,6
5994,6
5995,6
5996,6
5997,6
5998,6
5999,6
6000,6
6001,6
6002,6
6003,6
6004,6
6005,6
6006,6
6007,6
6008,6
6009,6
6010,6
6011,6
6012,6
6013,6
6014,6
6015,6
6016,6
6017,6
6018,6
6019,6
6020,6
6021,6
6022,6
6023,6
6024,6
6025,16
6026,16
6027,16
6028,16
6029,16
6030,16
6031,16
6032,16
6033,16
6034,16
6035,16
6036,16
6037,16
6038,16
6039,16
6040,16
6041,16
6042,16
6043,16
6044,16
6045,16
6046,16
6047,16
6048,16
6049,16
6050,16
6051,16
6052,16
6053,16
6054,16
6055,16
6056,16
6057,16
6058,16
6059,16
6060,16
6061,16
6062,16
6063,18
6064,18
6065,18
6066,18
6067,18
6068,18
6069,18
6070,18
6071,18
6072,18
6073,18
6074,18
6075,18
6076,18
6077,18
6078,18
6079,18
6080,18
6081,15
6082,15
6083,15
6084,15
6085,15
6086,15
6087,15
6088,15
6089,15
6090,15
6091,15
6092,15
6093,15
6094,15
6095,15
6096,15
6097,15
6098,15
6099,15
6100,15
6101,15
6102,15
6103,15
6104,15
6105,15
6106,15
6107,15
6108,15
6109,15
6110,15
6111,15
6112,15
6113,15
6114,15
6115,15
6116,15
6117,15
6118,15
6119,15
6120,15
6121,22
6122,22
6123,22
6124,22
6125,22
6126,22
6127,22
6128,38
6129,38
6130,18
6131,18
6132,18
6133,6
6134,6
6135,6
6136,6
6137,6
6138,6
6139,6
6140,6
6141,6
6142,6
6143,6
6144,6
6145,6
6146,6
6147,6
6148,6
6149,6
6150,6
6151,6
6152,6
6153,6
6154,6
6155,6
6156,6
6157,6
6158,6
6159,6
6160,6
6161,6
6162,6
6163,6
6164,6
6165,6
6166,6
6167,6
6168,6
6169,6
6170,15
6171,15
6172,15
6173,15
6174,15
6175,15
6176,15
6177,15
6178,15
6179,15
6180,0
6181,0
6182,0
6183,0
6184,0
6185,0
6186,0
6187,0
6188,0
6189,0
6190,0
6191,0
6192,0
6193,0
6194,0
6195,0
6196,0
6197,0
6198,0
6199,0
6200,0
6201,0
6202,0
6203,0
6204,0
6205,0
6206,0
6207,0
6208,0
6209,0
6210,0
6211,0
6212,0
6213,0
6214,0
6215,0
6216,0
6217,0
6218,0
6219,0
6220,0
6221,0
6222,0
6223,39
6224,39
6225,39
6226,39
6227,39
6228,39
6229,6
6230,6
6231,6
6232,6
6233,6
6234,6
6235,6
6236,6
6237,6
6238,6
6239,6
6240,6
6241,6
6242,22
6243,22
6244,22
6245,6
6246,6
6247,6
6248,6
6249,6
6250,6
6251,6
6252,6
6253,6
6254,6
6255,6
6256,6
6257,6
6258,6
6259,6
6260,6
6261,6
6262,6
6263,6
6264,6
6265,6
6266,6
6267,6
6268,6
6269,6
6270,6
6271,6
6272,6
6273,6
6274,6
6275,6
6276,6
6277,6
6278,24
6279,24
6280,24
6281,24
6282,24
6283,24
6284,24
6285,24
6286,24
6287,24
6288,24
6289,24
6290,24
6291,24
6292,24
6293,24
6294,24
6295,24
6296,24
6297,24
6298,24
6299,24
6300,24
6301,24
6302,24
6303,24
6304,24
6305,24
6306,24
6307,24
6308,24
6309,24
6310,24
6311,24
6312,24
6313,24
6314,24
6315,24
6316,24
6317,24
6318,24
6319,24
6320,24
6321,24
6322,22
6323,22
6324,22
6325,22
6326,22
6327,22
6328,22
6329,22
6330,22
6331,22
6332,22
6333,22
6334,22
6335,22
6336,22
6337,22
6338,22
6339,22
6340,22
6341,22
6342,22
6343,22
6344,22
6345,22
6346,22
6347,22
6348,22
6349,22
6350,22
6351,22
6352,22
6353,22
6354,22
6355,22
6356,22
6357,22
6358,22
6359,22
6360,22
6361,22
6362,22
6363,22
6364,22
6365,22
6366,22
6367,22
6368,22
6369,22
6370,22
6371,22
6372,22
6373,22
6374,22
6375,22
6376,22
6377,22
6378,22
6379,22
6380,22
6381,22
6382,22
6383,22
6384,22
6385,22
6386,22
6387,22
6388,22
6389,22
6390,22
6391,22
6392,22
6393,22
6394,22
6395,22
6396,22
6397,22
6398,22
6399,22
6400,22
6401,22
6402,22
6403,22
6404,22
6405,22
6406,22
6407,22
6408,22
6409,22
6410,22
6411,22
6412,22
6413,22
6414,22
6415,22
6416,22
6417,22
6418,22
6419,22
6420,22
6421,22
6422,22
6423,22
6424,22
6425,22
6426,22
6427,22
6428,22
6429,6
6430,6
6431,6
6432,6
6433,6
6434,6
6435,6
6436,15
6437,15
6438,15
6439,15
6440,15
6441,15
6442,15
6443,15
6444,15
6445,15
6446,15
6447,15
6448,15
6449,15
6450,15
6451,15
6452,15
6453,15
6454,15
6455,15
6456,15
6457,15
6458,15
6459,15
6460,15
6461,15
6462,15
6463,15
6464,15
6465,15
6466,15
6467,15
6468,15
6469,6
6470,6
6471,6
6472,6
6473,6
6474,6
6475,6
6476,6
6477,6
6478,0
6479,0
6480,0
6481,0
6482,0
6483,0
6484,0
6485,0
6486,0
6487,2
6488,2
6489,2
6490,2
6491,2
6492,2
6493,2
6494,2
6495,2
6496,2
6497,2
6498,40
6499,40
6500,40
6501,40
6502,40
6503,40
6504,40
6505,40
6506,40
6507,40
6508,40
6509,40
6510,40
6511,40
6512,40
6513,40
6514,40
6515,40
6516,40
6517,40
6518,40
6519,40
6520,40
6521,40
6522,40
6523,0
6524,0
6525,0
6526,0
6527,0
6528,0
6529,0
6530,42
6531,42
6532,42
6533,42
6534,42
6535,42
6536,42
6537,42
6538,42
6539,42
6540,42
6541,42
6542,42
6543,42
6544,42
6545,43
6546,43
6547,43
6548,15
6549,15
6550,15
6551,15
6552,15
6553,15
6554,45
6555,45
6556,45
6557,45
6558,45
6559,45
6560,45
6561,45
6562,45
6563,45
6564,45
6565,45
6566,45
6567,45
6568,45
6569,45
6570,45
6571,45
6572,45
6573,45
6574,45
6575,45
6576,45
6577,45
6578,45
6579,45
6580,45
6581,45
6582,45
6583,45
6584,0
6585,0
6586,0
6587,0
6588,41
6589,41
6590,41
6591,41
6592,41
6593,41
6594,41
6595,41
6596,41
6597,41
6598,41
6599,41
6600,41
6601,41
6602,41
6603,41
6604,41
6605,41
6606,41
6607,41
6608,41
6609,41
6610,41
6611,41
6612,41
6613,41
6614,41
6615,41
6616,41
6617,41
6618,41
6619,41
6620,41
6621,41
6622,41
6623,41
6624,41
6625,41
6626,41
6627,41
6628,41
6629,6
6630,6
6631,6
6632,6
6633,6
6634,6
6635,6
6636,6
6637,6
6638,6
6639,6
6640,6
6641,6
6642,6
6643,6
6644,6
6645,6
6646,6
6647,6
